lemma,Word,Perc_known,AoA_Kup_lem,nlp,pos
embrace,embraced,1.0,7.05,embraced,VERB
embrace,embraces,1.0,7.05,embraces,VERB
embrace,embracing,1.0,7.05,embracing,VERB
gush,gush,1.0,10.0,gush,VERB
gush,gushed,0.93,10.0,gushed,VERB
gush,gushes,0.93,10.0,gushes,VERB
gush,gushing,0.93,10.0,gushing,VERB
halt,halt,1.0,8.11,halt,VERB
halt,halted,0.99,8.11,halted,VERB
halt,halts,0.99,8.11,halts,VERB
jitter,jitter,1.0,9.56,jitter,PROPN
jittere,jittering,0.98,9.56,jittering,VERB
jitter,jitters,0.98,9.56,jitters,NOUN
poach,poach,0.95,10.06,poach,VERB
poach,poaches,0.96,10.06,poaches,VERB
poaching,poaching,0.96,10.06,poaching,NOUN
reverse,reverse,1.0,6.89,reverse,VERB
reverse,reversed,0.99,6.89,reversed,VERB
reverse,reverses,0.99,6.89,reverses,VERB
reverse,reversing,0.99,6.89,reversing,VERB
shut,shut,1.0,4.89,shut,VERB
shut,shuts,1.0,4.89,shuts,NOUN
shut,shutting,1.0,4.89,shutting,VERB
speak,spoke,1.0,6.23,spoke,VERB
spoke,spokes,1.0,6.23,spokes,NOUN
transcribe,transcribe,1.0,13.21,transcribe,VERB
transcribe,transcribing,0.85,13.21,transcribing,VERB
uncurl,uncurl,1.0,8.33,uncurl,VERB
dine,dine,1.0,8.95,dine,VERB
dine,dined,1.0,8.95,dined,VERB
dine,dines,1.0,8.95,dines,VERB
elevate,elevate,1.0,9.11,elevate,VERB
elevate,elevates,0.99,9.11,elevates,VERB
gobble,gobble,1.0,5.58,gobble,VERB
gobble,gobbled,1.0,5.58,gobbled,VERB
gobble,gobbles,1.0,5.58,gobbles,NOUN
gobble,gobbling,1.0,5.58,gobbling,VERB
levitate,levitate,0.94,11.06,levitate,VERB
levitate,levitated,0.95,11.06,levitated,VERB
levitate,levitating,0.95,11.06,levitating,VERB
preach,preach,1.0,7.33,preach,VERB
preach,preached,0.99,7.33,preached,VERB
preach,preaches,0.99,7.33,preaches,VERB
preach,preaching,0.99,7.33,preaching,VERB
shear,shear,1.0,8.67,shear,NOUN
shear,sheared,0.98,8.67,sheared,VERB
shear,shearing,0.98,8.67,shearing,VERB
shorn,shorn,0.98,8.67,shorn,VERB
unhinge,unhinge,0.89,11.35,unhinge,VERB
unhinged,unhinged,0.93,11.35,unhinged,ADJ
unhinge,unhinges,0.93,11.35,unhinges,VERB
vaccinate,vaccinate,1.0,10.72,vaccinate,VERB
vaccinate,vaccinated,0.98,10.72,vaccinated,VERB
checkmate,checkmate,1.0,9.0,checkmate,PROPN
dangle,dangle,1.0,6.89,dangle,VERB
dangle,dangled,0.99,6.89,dangled,VERB
dangle,dangles,0.99,6.89,dangles,NOUN
dangle,dangling,0.99,6.89,dangling,VERB
expand,expand,1.0,8.42,expand,VERB
expand,expanded,0.99,8.42,expanded,VERB
expand,expanding,0.99,8.42,expanding,VERB
expand,expands,0.99,8.42,expands,VERB
guzzle,guzzle,0.95,10.33,guzzle,VERB
guzzle,guzzled,0.93,10.33,guzzled,VERB
guzzle,guzzles,0.93,10.33,guzzles,VERB
guzzle,guzzling,0.93,10.33,guzzling,VERB
harden,harden,0.95,8.72,harden,VERB
harden,hardens,0.99,8.72,hardens,VERB
icebound,icebound,1.0,10.95,icebound,ADJ
maim,maim,0.78,11.93,maim,VERB
maim,maimed,0.79,11.93,maimed,VERB
maim,maiming,0.79,11.93,maiming,VERB
prewashe,prewashed,1.0,10.0,prewashed,VERB
rewind,rewind,1.0,7.79,rewind,VERB
rewinde,rewinding,0.99,7.79,rewinding,VERB
rewind,rewinds,0.99,7.79,rewinds,NOUN
streetwalk,streetwalking,0.95,12.35,streetwalking,VERB
underscore,underscore,0.95,12.21,underscore,NOUN
underscore,underscores,0.95,12.21,underscores,NOUN
buy,bought,0.99,5.56,bought,VERB
buy,buy,1.0,5.56,buy,VERB
buy,buying,0.99,5.56,buying,VERB
buy,buys,0.99,5.56,buys,VERB
contort,contort,0.89,10.44,contort,VERB
contort,contorts,0.96,10.44,contorts,VERB
imprison,imprison,1.0,9.84,imprison,VERB
imprison,imprisoned,0.99,9.84,imprisoned,VERB
imprison,imprisoning,0.99,9.84,imprisoning,VERB
imprison,imprisons,0.99,9.84,imprisons,VERB
parch,parch,0.89,11.82,parch,VERB
scuttle,scuttle,0.95,10.58,scuttle,VERB
scuttle,scuttled,0.97,10.58,scuttled,VERB
scuttle,scuttles,0.97,10.58,scuttles,VERB
scuttle,scuttling,0.97,10.58,scuttling,VERB
sell,sell,1.0,7.05,sell,VERB
sell,selling,1.0,7.05,selling,VERB
sell,sells,1.0,7.05,sells,VERB
sell,sold,1.0,7.05,sold,VERB
collect,collect,1.0,5.61,collect,VERB
collect,collected,1.0,5.61,collected,VERB
collect,collecting,1.0,5.61,collecting,VERB
collect,collects,1.0,5.61,collects,VERB
cringe,cringe,1.0,9.11,cringe,VERB
cringe,cringed,0.99,9.11,cringed,VERB
cringe,cringing,0.99,9.11,cringing,VERB
escape,escape,1.0,6.6,escape,VERB
escape,escaped,0.99,6.6,escaped,VERB
escape,escapes,0.99,6.6,escapes,VERB
escape,escaping,0.99,6.6,escaping,VERB
freestanding,freestanding,1.0,10.63,freestanding,ADJ
inflate,inflate,1.0,8.37,inflate,VERB
inflate,inflates,1.0,8.37,inflates,VERB
inflate,inflating,1.0,8.37,inflating,VERB
mangle,mangle,0.94,11.29,mangle,NOUN
mangle,mangled,0.81,11.29,mangled,VERB
mangle,mangles,0.81,11.29,mangles,NOUN
mangle,mangling,0.81,11.29,mangling,VERB
protrude,protrude,1.0,12.45,protrude,VERB
protrude,protrudes,0.85,12.45,protrudes,VERB
tranquilize,tranquilized,1.0,11.32,tranquilized,VERB
unhook,unhook,1.0,7.22,unhook,VERB
unhook,unhooked,0.99,7.22,unhooked,VERB
unhooking,unhooking,0.99,7.22,unhooking,NOUN
unhook,unhooks,0.99,7.22,unhooks,NOUN
attach,attach,1.0,6.39,attach,VERB
attach,attached,1.0,6.39,attached,VERB
attach,attaches,1.0,6.39,attaches,VERB
attach,attaching,1.0,6.39,attaching,VERB
clave,clave,0.8,13.31,clave,PROPN
cleave,cleave,0.84,13.31,cleave,VERB
cleave,cleaved,0.8,13.31,cleaved,VERB
cleave,cleaves,0.8,13.31,cleaves,VERB
highjack,highjack,0.93,10.76,highjack,VERB
hijack,hijack,0.95,10.76,hijack,VERB
hijack,hijacked,0.93,10.76,hijacked,VERB
hijack,hijacks,0.93,10.76,hijacks,NOUN
perforate,perforate,1.0,13.05,perforate,VERB
pose,pose,1.0,7.89,pose,VERB
pose,posed,1.0,7.89,posed,VERB
pose,poses,1.0,7.89,poses,NOUN
pose,posing,1.0,7.89,posing,VERB
replicate,replicate,1.0,11.26,replicate,VERB
replicate,replicated,0.99,11.26,replicated,VERB
replicate,replicates,0.99,11.26,replicates,VERB
replicate,replicating,0.99,11.26,replicating,VERB
salivate,salivate,0.95,10.56,salivate,VERB
salivate,salivated,0.95,10.56,salivated,VERB
salivate,salivates,0.95,10.56,salivates,VERB
salivate,salivating,0.95,10.56,salivating,VERB
tighten,tighten,1.0,6.95,tighten,VERB
tighten,tightened,1.0,6.95,tightened,VERB
tighten,tightening,1.0,6.95,tightening,VERB
tighten,tightens,1.0,6.95,tightens,VERB
waggle,waggle,0.83,10.0,waggle,NOUN
waggle,waggles,0.93,10.0,waggles,NOUN
waggle,waggling,0.93,10.0,waggling,VERB
fill,fill,1.0,5.06,fill,VERB
fill,filled,0.99,5.06,filled,VERB
fill,fills,0.99,5.06,fills,VERB
galvanize,galvanize,0.8,13.56,galvanize,VERB
huff,huff,1.0,9.28,huff,PROPN
huff,huffed,0.99,9.28,huffed,VERB
huff,huffing,0.99,9.28,huffing,VERB
huff,huffs,0.99,9.28,huffs,NOUN
hydrate,hydrate,1.0,10.22,hydrate,VERB
hydrated,hydrated,0.96,10.22,hydrated,ADJ
hydrate,hydrates,0.96,10.22,hydrates,NOUN
hydrating,hydrating,0.96,10.22,hydrating,NOUN
lop,lop,0.74,10.0,lop,PROPN
lop,lopped,0.93,10.0,lopped,VERB
lop,lopping,0.93,10.0,lopping,VERB
lop,lops,0.93,10.0,lops,NOUN
occupy,occupied,0.99,8.89,occupied,VERB
occupy,occupies,0.99,8.89,occupies,VERB
occupy,occupy,1.0,8.89,occupy,VERB
occupy,occupying,0.99,8.89,occupying,VERB
quote,quote,1.0,8.44,quote,INTJ
quote,quoted,0.98,8.44,quoted,VERB
quote,quotes,0.98,8.44,quotes,NOUN
quote,quoting,0.98,8.44,quoting,VERB
rehearse,rehearse,1.0,8.72,rehearse,VERB
rehearse,rehearsed,0.99,8.72,rehearsed,VERB
rehearse,rehearses,0.99,8.72,rehearses,VERB
rehearse,rehearsing,0.99,8.72,rehearsing,VERB
repair,repair,1.0,7.81,repair,NOUN
repair,repaired,0.97,7.81,repaired,VERB
repair,repairing,0.97,7.81,repairing,VERB
repair,repairs,0.97,7.81,repairs,NOUN
reread,reread,0.95,8.42,reread,VERB
reread,rereading,0.99,8.42,rereading,VERB
reread,rereads,0.99,8.42,rereads,NOUN
retrieve,retrieve,1.0,7.61,retrieve,VERB
retrieve,retrieved,0.99,7.61,retrieved,VERB
retrieve,retrieves,0.99,7.61,retrieves,VERB
retrieve,retrieving,0.99,7.61,retrieving,VERB
uncap,uncap,1.0,7.5,uncap,PROPN
announce,announce,1.0,9.48,announce,VERB
announce,announced,0.99,9.48,announced,VERB
announce,announces,0.99,9.48,announces,VERB
announce,announcing,0.99,9.48,announcing,VERB
babble,babble,1.0,7.17,babble,NOUN
babble,babbled,1.0,7.17,babbled,VERB
babble,babbles,1.0,7.17,babbles,VERB
babble,babbling,1.0,7.17,babbling,VERB
cleanse,cleanse,1.0,8.11,cleanse,VERB
cleanse,cleansed,0.99,8.11,cleansed,VERB
cleanse,cleanses,0.99,8.11,cleanses,NOUN
dehydrate,dehydrate,1.0,10.53,dehydrate,VERB
dehydrate,dehydrated,0.94,10.53,dehydrated,VERB
dehydrate,dehydrates,0.94,10.53,dehydrates,VERB
dehydrate,dehydrating,0.94,10.53,dehydrating,VERB
dim,dim,1.0,7.06,dim,ADJ
dim,dimmed,0.98,7.06,dimmed,VERB
dim,dimmest,0.98,7.06,dimmest,ADJ
dim,dimming,0.98,7.06,dimming,VERB
dim,dims,0.98,7.06,dims,VERB
illustrate,illustrate,1.0,8.32,illustrate,VERB
illustrate,illustrated,0.99,8.32,illustrated,VERB
illustrate,illustrates,0.99,8.32,illustrates,VERB
illustrate,illustrating,0.99,8.32,illustrating,VERB
inscribe,inscribe,0.95,10.11,inscribe,VERB
inscribe,inscribed,0.98,10.11,inscribed,VERB
inspect,inspect,1.0,8.21,inspect,VERB
inspect,inspected,1.0,8.21,inspected,VERB
inspect,inspecting,1.0,8.21,inspecting,VERB
inspect,inspects,1.0,8.21,inspects,VERB
liquefy,liquefied,0.94,12.06,liquefied,VERB
liquefy,liquefies,0.94,12.06,liquefies,VERB
liquefy,liquefy,1.0,12.06,liquefy,VERB
ply,plied,0.81,12.0,plied,VERB
ply,plies,0.81,12.0,plies,NOUN
ply,ply,0.94,12.0,ply,NOUN
ply,plying,0.81,12.0,plying,VERB
produce,produce,1.0,7.75,produce,VERB
produce,produced,0.97,7.75,produced,VERB
produce,produces,0.97,7.75,produces,VERB
produce,producing,0.97,7.75,producing,VERB
ripen,ripen,1.0,7.22,ripen,VERB
ripen,ripened,0.99,7.22,ripened,VERB
ripen,ripening,0.99,7.22,ripening,VERB
ripen,ripens,0.99,7.22,ripens,VERB
scramble,scramble,1.0,8.83,scramble,NOUN
scramble,scrambles,0.99,8.83,scrambles,NOUN
scramble,scrambling,0.99,8.83,scrambling,VERB
scrunch,scrunch,1.0,6.67,scrunch,VERB
scrunch,scrunched,1.0,6.67,scrunched,VERB
scrunch,scrunches,1.0,6.67,scrunches,VERB
snooze,snooze,1.0,6.84,snooze,NOUN
snooze,snoozing,1.0,6.84,snoozing,VERB
transmit,transmit,1.0,9.78,transmit,VERB
transmit,transmits,0.97,9.78,transmits,VERB
transmit,transmitted,0.97,9.78,transmitted,VERB
transmit,transmitting,0.97,9.78,transmitting,VERB
aspirate,aspirate,0.94,14.41,aspirate,VERB
aspirate,aspirated,0.9,14.41,aspirated,VERB
blondish,blondish,0.95,10.5,blondish,ADJ
coagulate,coagulate,1.0,13.95,coagulate,VERB
coagulate,coagulates,0.97,13.95,coagulates,VERB
coagulate,coagulating,0.97,13.95,coagulating,VERB
darken,darken,1.0,6.85,darken,VERB
darken,darkening,1.0,6.85,darkening,VERB
darken,darkens,1.0,6.85,darkens,VERB
downshift,downshift,1.0,12.74,downshift,NOUN
evacuate,evacuate,1.0,8.9,evacuate,VERB
evacuate,evacuated,0.99,8.9,evacuated,VERB
evacuate,evacuates,0.99,8.9,evacuates,VERB
evacuate,evacuating,0.99,8.9,evacuating,VERB
jot,jot,1.0,8.17,jot,PROPN
jot,jotted,0.99,8.17,jotted,VERB
jot,jotting,0.99,8.17,jotting,VERB
memorize,memorize,1.0,6.47,memorize,VERB
memorize,memorized,0.99,6.47,memorized,VERB
memorize,memorizes,0.99,6.47,memorizes,VERB
memorize,memorizing,0.99,6.47,memorizing,VERB
notice,notice,1.0,7.35,notice,NOUN
notice,noticed,0.98,7.35,noticed,VERB
notice,notices,0.98,7.35,notices,NOUN
notice,noticing,0.98,7.35,noticing,VERB
relish,relish,1.0,7.83,relish,NOUN
relish,relished,0.99,7.83,relished,VERB
relish,relishes,0.99,7.83,relishes,VERB
relish,relishing,0.99,7.83,relishing,VERB
sleepwalk,sleepwalk,1.0,7.0,sleepwalk,VERB
sleepwalk,sleepwalking,1.0,7.0,sleepwalking,VERB
sleepwalk,sleepwalks,1.0,7.0,sleepwalks,VERB
slowpoke,slowpoke,1.0,5.45,slowpoke,ADJ
slowpoke,slowpokes,1.0,5.45,slowpokes,NOUN
evaporate,evaporate,1.0,10.05,evaporate,VERB
evaporate,evaporated,1.0,10.05,evaporated,VERB
evaporate,evaporates,1.0,10.05,evaporates,VERB
evaporate,evaporating,1.0,10.05,evaporating,VERB
gawk,gawk,0.95,10.84,gawk,VERB
gawk,gawked,0.98,10.84,gawked,VERB
gawk,gawking,0.98,10.84,gawking,VERB
gawk,gawks,0.98,10.84,gawks,VERB
hospitalize,hospitalize,1.0,7.83,hospitalize,VERB
hospitalize,hospitalized,0.99,7.83,hospitalized,VERB
impregnate,impregnate,1.0,12.95,impregnate,VERB
impregnate,impregnated,0.99,12.95,impregnated,VERB
impregnate,impregnating,0.99,12.95,impregnating,VERB
misspell,misspell,1.0,8.25,misspell,VERB
misspell,misspelled,0.94,8.25,misspelled,VERB
misspell,misspells,0.94,8.25,misspells,VERB
multilevel,multilevel,1.0,8.33,multilevel,ADJ
multilevele,multileveled,0.98,8.33,multileveled,VERB
resurface,resurface,1.0,10.5,resurface,VERB
resurface,resurfaced,0.91,10.5,resurfaced,VERB
resurface,resurfaces,0.91,10.5,resurfaces,VERB
resurfacing,resurfacing,0.91,10.5,resurfacing,NOUN
straggle,straggle,0.89,10.65,straggle,PROPN
straggle,straggling,0.96,10.65,straggling,VERB
supersize,supersize,1.0,9.16,supersize,VERB
tarnish,tarnish,1.0,11.39,tarnish,VERB
tarnish,tarnished,0.98,11.39,tarnished,VERB
thrust,thrust,1.0,9.72,thrust,NOUN
thrust,thrusts,0.99,9.72,thrusts,NOUN
deform,deform,1.0,11.26,deform,VERB
edit,edit,1.0,9.57,edit,VERB
edit,edited,0.89,9.57,edited,VERB
edit,edits,0.89,9.57,edits,NOUN
invade,invade,1.0,9.39,invade,VERB
invade,invaded,0.98,9.39,invaded,VERB
invade,invades,0.98,9.39,invades,VERB
invade,invading,0.98,9.39,invading,VERB
premed,premed,0.94,11.82,premed,PROPN
shimmer,shimmer,1.0,10.0,shimmer,VERB
shimmer,shimmers,0.93,10.0,shimmers,NOUN
trample,trample,1.0,9.21,trample,VERB
trample,trampled,0.99,9.21,trampled,VERB
trample,tramples,0.99,9.21,tramples,VERB
trample,trampling,0.99,9.21,trampling,VERB
undock,undock,0.95,9.74,undock,PROPN
aim,aim,0.95,6.72,aim,VERB
