lemma,Word,Perc_known,AoA_Kup_lem,nlp,pos
underclothing,underclothing,0.94,7.0,underclothing,NOUN
uranium,uranium,1.0,10.63,uranium,NOUN
watchdog,watchdog,1.0,9.39,watchdog,NOUN
watchdog,watchdogs,0.98,9.39,watchdogs,NOUN
wetland,wetland,1.0,10.8,wetland,NOUN
wetland,wetlands,0.88,10.8,wetlands,NOUN
wrecker,wrecker,1.0,10.71,wrecker,NOUN
wrecker,wreckers,0.87,10.71,wreckers,NOUN
xylophonist,xylophonist,0.9,12.11,xylophonist,PROPN
ambassador,ambassador,1.0,11.0,ambassador,PROPN
ambassador,ambassadors,0.88,11.0,ambassadors,NOUN
archway,archway,0.94,10.06,archway,NOUN
blaze,blaze,1.0,7.47,blaze,NOUN
blaze,blazed,0.99,7.47,blazed,VERB
blaze,blazes,0.99,7.47,blazes,NOUN
blaze,blazing,0.99,7.47,blazing,VERB
brie,brie,0.84,12.69,brie,PROPN
calligrapher,calligrapher,0.78,11.07,calligrapher,NOUN
case,casing,0.95,11.53,casing,VERB
casing,casings,0.95,11.53,casings,NOUN
clerk,clerk,1.0,6.74,clerk,NOUN
clerk,clerked,1.0,6.74,clerked,VERB
clerk,clerking,1.0,6.74,clerking,VERB
clerk,clerks,1.0,6.74,clerks,NOUN
coworker,coworker,1.0,11.84,coworker,NOUN
coworker,coworkers,0.97,11.84,coworkers,NOUN
delicatessen,delicatessen,0.89,12.06,delicatessen,PROPN
delicatessen,delicatessens,0.94,12.06,delicatessens,NOUN
engraving,engraving,1.0,10.58,engraving,NOUN
engraving,engravings,0.97,10.58,engravings,NOUN
entree,entree,0.95,11.22,entree,NOUN
entree,entrees,0.95,11.22,entrees,NOUN
gear,gear,1.0,7.61,gear,NOUN
gear,geared,0.99,7.61,geared,VERB
gear,gearing,0.99,7.61,gearing,VERB
gear,gears,0.99,7.61,gears,NOUN
groundsheet,groundsheet,0.8,13.31,groundsheet,PROPN
hammerhead,hammerhead,1.0,10.15,hammerhead,PROPN
hammerhead,hammerheads,0.94,10.15,hammerheads,NOUN
handclap,handclap,0.9,5.06,handclap,NOUN
helmsman,helmsman,0.79,12.47,helmsman,NOUN
jujitsu,jujitsu,0.74,12.71,jujitsu,PROPN
laborer,laborer,1.0,12.72,laborer,NOUN
laborer,laborers,0.96,12.72,laborers,NOUN
lacquer,lacquer,0.84,13.19,lacquer,NOUN
lacquer,lacquers,0.85,13.19,lacquers,NOUN
lacrosse,lacrosse,0.95,12.94,lacrosse,NOUN
lad,lad,0.94,7.35,lad,PROPN
lad,lads,0.98,7.35,lads,NOUN
lark,lark,0.89,11.82,lark,PROPN
lark,larks,0.88,11.82,larks,NOUN
leak,leak,1.0,5.47,leak,NOUN
leak,leaked,1.0,5.47,leaked,VERB
leak,leaking,1.0,5.47,leaking,VERB
leak,leaks,1.0,5.47,leaks,NOUN
lifesaver,lifesaver,1.0,7.3,lifesaver,NOUN
lifesaver,lifesavers,0.99,7.3,lifesavers,NOUN
logroller,logroller,0.89,11.24,logroller,PROPN
lynch,lynching,1.0,12.3,lynching,VERB
marketplace,marketplace,1.0,8.89,marketplace,NOUN
marketplace,marketplaces,0.99,8.89,marketplaces,NOUN
marshland,marshland,1.0,10.5,marshland,PROPN
marshland,marshlands,0.91,10.5,marshlands,NOUN
microbiologist,microbiologist,1.0,12.68,microbiologist,NOUN
niece,niece,1.0,7.0,niece,NOUN
niece,nieces,1.0,7.0,nieces,NOUN
ninja,ninja,1.0,8.89,ninja,NOUN
ninja,ninjas,0.99,8.89,ninjas,NOUN
overbite,overbite,1.0,8.0,overbite,X
overbite,overbites,0.95,8.0,overbites,NOUN
parlor,parlor,1.0,8.94,parlor,NOUN
parlor,parlors,0.97,8.94,parlors,NOUN
pathway,pathway,1.0,6.5,pathway,NOUN
pathway,pathways,0.99,6.5,pathways,NOUN
peashooter,peashooter,0.86,9.79,peashooter,NOUN
peashooter,peashooters,0.99,9.79,peashooters,NOUN
polymer,polymer,0.78,15.5,polymer,NOUN
polymer,polymers,0.48,15.5,polymers,NOUN
prostitute,prostitute,1.0,11.78,prostitute,NOUN
prostitute,prostitutes,0.94,11.78,prostitutes,NOUN
prostitute,prostituting,0.94,11.78,prostituting,VERB
salesperson,salespeople,0.95,8.11,salespeople,NOUN
screenwriter,screenwriter,1.0,12.81,screenwriter,NOUN
screenwriter,screenwriters,0.85,12.81,screenwriters,NOUN
seascape,seascape,0.84,10.88,seascape,PROPN
seascape,seascapes,0.91,10.88,seascapes,NOUN
semiconductor,semiconductor,1.0,14.79,semiconductor,NOUN
semiconductor,semiconductors,0.83,14.79,semiconductors,NOUN
spanking,spanking,1.0,3.86,spanking,NOUN
spanking,spankings,1.0,3.86,spankings,NOUN
sparerib,sparerib,0.78,10.07,sparerib,PROPN
steersman,steersman,0.74,12.79,steersman,PROPN
thunderbolt,thunderbolt,1.0,6.65,thunderbolt,PROPN
thunderbolt,thunderbolts,0.98,6.65,thunderbolts,NOUN
torchlight,torchlight,0.94,8.53,torchlight,NOUN
troll,troll,1.0,5.72,troll,NOUN
troll,trolled,0.99,5.72,trolled,VERB
troll,trolling,0.99,5.72,trolling,VERB
trolls,trolls,0.99,5.72,trolls,VERB
tutor,tutor,0.94,8.65,tutor,NOUN
tutor,tutored,0.97,8.65,tutored,VERB
tutor,tutors,0.97,8.65,tutors,NOUN
whiteout,whiteout,1.0,9.0,whiteout,NOUN
alternator,alternator,1.0,11.32,alternator,NOUN
alternator,alternators,0.99,11.32,alternators,NOUN
anesthesiologist,anesthesiologist,0.94,13.0,anesthesiologist,NOUN
anesthesiologist,anesthesiologists,0.74,13.0,anesthesiologists,NOUN
artilleryman,artilleryman,0.89,13.0,artilleryman,PROPN
artilleryman,artillerymen,0.74,13.0,artillerymen,NOUN
astronomer,astronomer,1.0,9.85,astronomer,PROPN
astronomer,astronomers,0.97,9.85,astronomers,NOUN
bedmate,bedmate,0.84,11.0,bedmate,NOUN
beerhouse,beerhouse,0.89,12.53,beerhouse,PROPN
bong,bong,0.95,14.16,bong,NOUN
bong,bonged,0.96,14.16,bonged,VERB
bonging,bonging,0.96,14.16,bonging,PROPN
bong,bongs,0.96,14.16,bongs,NOUN
boutique,boutique,1.0,9.78,boutique,PROPN
boutique,boutiques,0.97,9.78,boutiques,NOUN
breaststroke,breaststroke,1.0,9.95,breaststroke,PROPN
bridle,bridle,0.94,10.35,bridle,NOUN
bridle,bridled,0.96,10.35,bridled,VERB
brushstroke,brushstroke,1.0,9.26,brushstroke,NOUN
brushstroke,brushstrokes,0.99,9.26,brushstrokes,NOUN
chevron,chevron,0.95,10.79,chevron,PROPN
chevron,chevrons,0.97,10.79,chevrons,NOUN
cockpit,cockpit,1.0,8.74,cockpit,NOUN
cockpit,cockpits,1.0,8.74,cockpits,NOUN
crouch,crouch,1.0,8.5,crouch,VERB
crouch,crouched,0.97,8.5,crouched,VERB
crouch,crouching,0.97,8.5,crouching,VERB
dowel,dowel,0.89,10.24,dowel,NOUN
filament,filament,0.85,11.29,filament,NOUN
filament,filaments,0.81,11.29,filaments,NOUN
haircutting,haircutting,1.0,6.29,haircutting,NOUN
holograph,holograph,0.95,12.11,holograph,PROPN
holograph,holographs,0.94,12.11,holographs,NOUN
hubby,hubbies,0.99,9.72,hubbies,NOUN
hubby,hubby,1.0,9.72,hubby,NOUN
insignia,insignia,0.85,11.94,insignia,PROPN
insignias,insignias,0.94,11.94,insignias,PROPN
instrument,instrument,1.0,6.94,instrument,NOUN
instrument,instruments,0.98,6.94,instruments,NOUN
karaoke,karaoke,1.0,11.85,karaoke,NOUN
knoll,knoll,0.83,10.87,knoll,PROPN
laundrywoman,laundrywoman,1.0,9.39,laundrywoman,PROPN
mallard,mallard,0.89,9.94,mallard,PROPN
mallard,mallards,0.97,9.94,mallards,NOUN
metronome,metronome,0.89,11.06,metronome,NOUN
mugger,mugger,0.89,11.29,mugger,NOUN
mugger,muggers,0.81,11.29,muggers,NOUN
nitroglycerine,nitroglycerine,1.0,14.38,nitroglycerine,NOUN
panfry,panfry,0.74,10.57,panfry,PROPN
pathologist,pathologist,1.0,14.6,pathologist,NOUN
pathologist,pathologists,0.56,14.6,pathologists,NOUN
peeling,peelings,1.0,6.44,peelings,NOUN
phosphorus,phosphorus,0.95,13.74,phosphorus,NOUN
poison,poison,1.0,5.58,poison,NOUN
poison,poisoned,1.0,5.58,poisoned,VERB
poison,poisons,1.0,5.58,poisons,NOUN
pollywog,pollywog,0.75,11.07,pollywog,PROPN
pollywogs,pollywogs,0.79,11.07,pollywogs,PROPN
seacoast,seacoast,0.94,7.82,seacoast,PROPN
seawall,seawall,0.84,12.81,seawall,NOUN
serum,serum,1.0,10.22,serum,NOUN
serum,serums,0.96,10.22,serums,NOUN
sinus,sinus,1.0,10.05,sinus,NOUN
sinus,sinuses,1.0,10.05,sinuses,NOUN
storywriter,storywriter,1.0,6.79,storywriter,NOUN
swat,swat,0.95,7.25,swat,PROPN
swat,swats,0.97,7.25,swats,NOUN
swat,swatted,0.97,7.25,swatted,VERB
swatting,swatting,0.97,7.25,swatting,NOUN
taxidermist,taxidermist,0.78,11.71,taxidermist,NOUN
teaspoonful,teaspoonful,1.0,7.45,teaspoonful,NOUN
terrain,terrain,1.0,10.95,terrain,NOUN
umpire,umpire,1.0,7.56,umpire,NOUN
umpire,umpires,0.99,7.56,umpires,NOUN
warden,warden,1.0,11.0,warden,PROPN
warden,wardens,0.88,11.0,wardens,NOUN
zirconium,zirconium,0.85,15.06,zirconium,NOUN
appendage,appendage,1.0,11.58,appendage,NOUN
appendage,appendages,0.91,11.58,appendages,NOUN
applicator,applicator,0.95,10.74,applicator,NOUN
author,author,1.0,7.1,author,NOUN
author,authored,1.0,7.1,authored,VERB
author,authors,1.0,7.1,authors,NOUN
bloomer,bloomers,0.94,9.24,bloomers,NOUN
blossom,blossom,1.0,6.61,blossom,PROPN
blossom,blossomed,0.99,6.61,blossomed,VERB
blossom,blossoming,0.99,6.61,blossoming,VERB
blossom,blossoms,0.99,6.61,blossoms,NOUN
browser,browser,1.0,14.0,browser,NOUN
browser,browsers,0.64,14.0,browsers,NOUN
bullion,bullion,0.89,12.94,bullion,NOUN
bullion,bullions,0.93,12.94,bullions,NOUN
cashbook,cashbook,0.85,12.18,cashbook,PROPN
chief,chief,1.0,7.53,chief,PROPN
chief,chiefs,0.99,7.53,chiefs,NOUN
childbed,childbed,0.68,8.0,childbed,X
conductor,conductor,1.0,7.44,conductor,NOUN
conductor,conductors,0.99,7.44,conductors,NOUN
corrosion,corrosion,1.0,9.47,corrosion,NOUN
councilman,councilman,1.0,11.91,councilman,NOUN
councilman,councilmen,0.68,11.91,councilmen,NOUN
curveball,curveball,1.0,9.11,curveball,NOUN
doggie,doggie,1.0,3.68,doggie,NOUN
doggie,doggies,1.0,3.68,doggies,NOUN
doggy,doggy,1.0,3.68,doggy,PROPN
drake,drake,0.78,12.07,drake,PROPN
fang,fang,1.0,8.47,fang,PROPN
fang,fangs,0.97,8.47,fangs,NOUN
field,field,1.0,6.1,field,NOUN
field,fielded,1.0,6.1,fielded,VERB
field,fields,1.0,6.1,fields,NOUN
flipper,flipper,0.95,8.58,flipper,PROPN
flipper,flippers,0.99,8.58,flippers,NOUN
good,goods,1.0,7.44,goods,NOUN
grandchild,grandchild,1.0,5.26,grandchild,NOUN
grandchild,grandchildren,1.0,5.26,grandchildren,NOUN
hacienda,hacienda,0.89,11.59,hacienda,PROPN
headcheese,headcheese,0.67,13.57,headcheese,PROPN
hostage,hostage,1.0,9.89,hostage,NOUN
hostage,hostages,0.99,9.89,hostages,NOUN
houseboy,houseboy,0.85,12.18,houseboy,PROPN
instructor,instructor,1.0,8.19,instructor,NOUN
instructor,instructors,0.96,8.19,instructors,NOUN
loon,loon,0.84,9.12,loon,PROPN
loon,loons,0.91,9.12,loons,NOUN
loop,loop,1.0,7.22,loop,NOUN
loop,looped,0.99,7.22,looped,VERB
loop,loops,0.99,7.22,loops,NOUN
material,material,0.95,8.06,material,NOUN
material,materials,0.97,8.06,materials,NOUN
micrometer,micrometer,0.84,14.0,micrometer,X
mosaic,mosaic,0.95,9.78,mosaic,PROPN
mosaic,mosaics,0.97,9.78,mosaics,NOUN
newscast,newscast,1.0,7.2,newscast,NOUN
newscast,newscasts,0.99,7.2,newscasts,NOUN
newsman,newsman,1.0,5.72,newsman,NOUN
newsman,newsmen,0.99,5.72,newsmen,NOUN
panel,panel,1.0,9.11,panel,NOUN
panel,panels,0.99,9.11,panels,NOUN
paparazzo,paparazzi,0.89,14.47,paparazzi,NOUN
paparazzo,paparazzo,0.89,14.47,paparazzo,NOUN
physicist,physicist,0.91,12.9,physicist,NOUN
physicist,physicists,0.78,12.9,physicists,NOUN
porn,porn,1.0,11.56,porn,NOUN
pueblo,pueblo,0.85,11.94,pueblo,PROPN
pueblo,pueblos,0.94,11.94,pueblos,NOUN
racket,racket,1.0,8.2,racket,NOUN
racket,rackets,0.99,8.2,rackets,NOUN
racquet,racquet,0.99,8.2,racquet,NOUN
racquet,racquets,0.99,8.2,racquets,NOUN
supervisor,supervisor,1.0,9.17,supervisor,NOUN
supervisor,supervisors,0.98,9.17,supervisors,NOUN
surface,surface,1.0,8.86,surface,NOUN
surface,surfaced,0.95,8.86,surfaced,VERB
surface,surfaces,0.95,8.86,surfaces,NOUN
surface,surfacing,0.95,8.86,surfacing,VERB
thicket,thicket,1.0,7.89,thicket,PROPN
thicket,thickets,1.0,7.89,thickets,NOUN
tiller,tiller,0.95,11.28,tiller,NOUN
tranquilizer,tranquilizers,1.0,11.74,tranquilizers,NOUN
valet,valet,1.0,13.67,valet,NOUN
valet,valets,0.71,13.67,valets,NOUN
wildlife,wildlife,1.0,6.22,wildlife,NOUN
acid,acid,1.0,9.6,acid,NOUN
acid,acids,0.94,9.6,acids,NOUN
antacid,antacid,0.95,12.89,antacid,NOUN
antacid,antacids,0.95,12.89,antacids,NOUN
antiperspirant,antiperspirant,1.0,11.26,antiperspirant,NOUN
appendix,appendices,0.95,10.56,appendices,NOUN
appendix,appendix,1.0,10.56,appendix,PROPN
appendix,appendixes,0.95,10.56,appendixes,NOUN
bandmaster,bandmaster,0.95,11.95,bandmaster,NOUN
birthstone,birthstone,1.0,9.22,birthstone,NOUN
blockade,blockade,1.0,10.55,blockade,NOUN
blockade,blockaded,0.97,10.55,blockaded,VERB
blockade,blockades,0.97,10.55,blockades,NOUN
blockade,blockading,0.97,10.55,blockading,VERB
bottom,bottom,1.0,5.28,bottom,NOUN
bottom,bottomed,0.99,5.28,bottomed,VERB
bottoming,bottoming,0.99,5.28,bottoming,NOUN
bottom,bottoms,0.99,5.28,bottoms,NOUN
cookout,cookout,1.0,7.42,cookout,NOUN
cookout,cookouts,1.0,7.42,cookouts,NOUN
coolant,coolant,0.94,11.18,coolant,NOUN
coolant,coolants,0.92,11.18,coolants,NOUN
countrywoman,countrywoman,0.95,10.06,countrywoman,NOUN
countrywoman,countrywomen,0.96,10.06,countrywomen,NOUN
currency,currencies,0.99,9.21,currencies,NOUN
currency,currency,1.0,9.21,currency,NOUN
decapitation,decapitation,1.0,10.68,decapitation,NOUN
decapitation,decapitations,0.99,10.68,decapitations,NOUN
directory,directories,0.89,9.57,directories,NOUN
directory,directory,1.0,9.57,directory,NOUN
editor,editor,1.0,10.11,editor,NOUN
editor,editors,0.98,10.11,editors,NOUN
foxtrot,foxtrot,0.9,12.39,foxtrot,PROPN
foxtrot,foxtrots,0.96,12.39,foxtrots,NOUN
girlfriend,girlfriend,1.0,6.26,girlfriend,NOUN
girlfriend,girlfriends,1.0,6.26,girlfriends,NOUN
gyroscope,gyroscope,0.89,12.69,gyroscope,NOUN
huckleberry,huckleberries,0.96,10.44,huckleberries,NOUN
huckleberry,huckleberry,0.9,10.44,huckleberry,PROPN
humidifier,humidifier,1.0,9.28,humidifier,NOUN
humidifier,humidifiers,0.99,9.28,humidifiers,NOUN
machine,machine,1.0,6.53,machine,NOUN
machine,machined,1.0,6.53,machined,VERB
machine,machines,1.0,6.53,machines,NOUN
magnetometer,magnetometer,0.5,15.0,magnetometer,NOUN
memo,memo,1.0,11.39,memo,NOUN
memo,memos,0.98,11.39,memos,NOUN
mutton,mutton,0.68,13.15,mutton,NOUN
mutton,muttons,0.77,13.15,muttons,NOUN
physiologist,physiologist,1.0,15.32,physiologist,NOUN
physiologist,physiologists,0.86,15.32,physiologists,NOUN
pike,pike,0.9,12.06,pike,PROPN
pike,pikes,0.94,12.06,pikes,NOUN
punt,punt,0.94,8.18,punt,PROPN
punt,punted,0.93,8.18,punted,VERB
punting,punting,0.93,8.18,punting,NOUN
punt,punts,0.93,8.18,punts,NOUN
pushcart,pushcart,0.9,9.39,pushcart,NOUN
pushcart,pushcarts,0.98,9.39,pushcarts,NOUN
samba,samba,0.75,13.13,samba,PROPN
samba,sambas,0.8,13.13,sambas,NOUN
smallpox,smallpox,1.0,10.71,smallpox,NOUN
spark,spark,1.0,7.95,spark,NOUN
spark,sparked,1.0,7.95,sparked,VERB
spark,sparking,1.0,7.95,sparking,VERB
spark,sparks,1.0,7.95,sparks,NOUN
stonework,stonework,0.94,12.47,stonework,NOUN
tag,tag,1.0,5.0,tag,NOUN
tag,tagged,1.0,5.0,tagged,VERB
tagging,tagging,1.0,5.0,tagging,NOUN
tags,tags,1.0,5.0,tags,PROPN
tomboy,tomboy,1.0,6.35,tomboy,NOUN
tomboy,tomboys,0.97,6.35,tomboys,NOUN
urchin,urchin,0.89,10.88,urchin,NOUN
urchin,urchins,0.91,10.88,urchins,NOUN
visitor,visitor,1.0,6.37,visitor,NOUN
visitor,visitors,1.0,6.37,visitors,NOUN
wiretap,wiretap,1.0,13.05,wiretap,NOUN
wiretap,wiretaps,0.99,13.05,wiretaps,NOUN
workspace,workspace,1.0,8.84,workspace,NOUN
anemone,anemone,0.83,13.07,anemone,NOUN
anemone,anemones,0.8,13.07,anemones,NOUN
artist,artist,1.0,6.78,artist,NOUN
artist,artists,0.99,6.78,artists,NOUN
behead,behead,1.0,11.74,behead,VERB
behead,beheaded,0.98,11.74,beheaded,VERB
brine,brine,0.89,14.25,brine,NOUN
brine,brined,0.59,14.25,brined,VERB
camouflage,camouflage,1.0,7.53,camouflage,NOUN
camouflage,camouflaging,0.99,7.53,camouflaging,VERB
caretaker,caretaker,1.0,9.75,caretaker,NOUN
caretaker,caretakers,0.93,9.75,caretakers,NOUN
cattleman,cattleman,0.89,8.38,cattleman,PROPN
cattleman,cattlemen,0.89,8.38,cattlemen,NOUN
chasm,chasm,0.95,14.33,chasm,PROPN
chasm,chasms,0.6,14.33,chasms,NOUN
chemist,chemist,1.0,8.94,chemist,PROPN
chemist,chemists,0.97,8.94,chemists,NOUN
clinic,clinic,1.0,9.37,clinic,PROPN
clinic,clinics,0.99,9.37,clinics,NOUN
condensation,condensation,1.0,12.11,condensation,NOUN
conservatory,conservatories,0.94,12.11,conservatories,NOUN
conservatory,conservatory,1.0,12.11,conservatory,NOUN
counselor,counselor,1.0,9.33,counselor,NOUN
counselor,counselors,0.96,9.33,counselors,NOUN
crop,crop,1.0,7.63,crop,NOUN
crop,crops,1.0,7.63,crops,NOUN
croquette,croquette,0.72,9.08,croquette,PROPN
croquette,croquettes,0.69,9.08,croquettes,NOUN
daddy,daddies,1.0,2.56,daddies,NOUN
daddy,daddy,1.0,2.56,daddy,NOUN
dusk,dusk,1.0,8.74,dusk,NOUN
dyke,dyke,0.95,13.67,dyke,PROPN
dyke,dykes,0.71,13.67,dykes,NOUN
edge,edge,1.0,6.17,edge,NOUN
edge,edges,0.99,6.17,edges,NOUN
edge,edging,0.99,6.17,edging,VERB
flatiron,flatiron,0.86,11.67,flatiron,PROPN
grannie,grannies,1.0,4.22,grannies,NOUN
granny,granny,1.0,4.22,granny,NOUN
greenroom,greenroom,0.89,12.88,greenroom,PROPN
guerilla,guerilla,0.99,11.95,guerilla,NOUN
guerilla,guerillas,0.99,11.95,guerillas,NOUN
guerrilla,guerrilla,1.0,11.95,guerrilla,NOUN
guerrilla,guerrillas,0.99,11.95,guerrillas,NOUN
headhunter,headhunter,0.89,12.18,headhunter,PROPN
headhunter,headhunters,0.87,12.18,headhunters,NOUN
hygienist,hygienist,1.0,9.84,hygienist,NOUN
hygienist,hygienists,0.99,9.84,hygienists,NOUN
lamplighter,lamplighter,0.84,10.69,lamplighter,PROPN
lamplighter,lamplighters,0.8,10.69,lamplighters,NOUN
liter,liter,1.0,9.86,liter,NOUN
liter,liters,0.91,9.86,liters,NOUN
maiden,maiden,1.0,9.58,maiden,PROPN
maiden,maidens,0.99,9.58,maidens,NOUN
methadone,methadone,0.7,19.21,methadone,NOUN
pickup,pickup,1.0,7.05,pickup,NOUN
pickup,pickups,1.0,7.05,pickups,NOUN
plumbing,plumbing,1.0,8.26,plumbing,NOUN
proprietor,proprietor,1.0,12.21,proprietor,NOUN
proprietor,proprietors,0.95,12.21,proprietors,NOUN
prosecutor,prosecutor,0.94,11.47,prosecutor,NOUN
prosecutor,prosecutors,0.93,11.47,prosecutors,NOUN
prowler,prowler,1.0,10.06,prowler,PROPN
prowler,prowlers,0.96,10.06,prowlers,NOUN
publisher,publisher,1.0,11.15,publisher,NOUN
publisher,publishers,0.89,11.15,publishers,NOUN
questionnaire,questionnaire,1.0,10.84,questionnaire,NOUN
questionnaire,questionnaires,0.98,10.84,questionnaires,NOUN
roundhouse,roundhouse,0.89,10.24,roundhouse,PROPN
scabie,scabies,0.95,12.0,scabies,NOUN
scientist,scientist,1.0,6.89,scientist,NOUN
scientist,scientists,0.99,6.89,scientists,NOUN
scoutmaster,scoutmaster,1.0,9.0,scoutmaster,PROPN
sequin,sequin,0.94,8.76,sequin,NOUN
sequin,sequins,0.95,8.76,sequins,NOUN
springboard,springboard,0.89,11.25,springboard,ADJ
springboard,springboards,0.85,11.25,springboards,NOUN
streaker,streaker,1.0,11.26,streaker,PROPN
suede,suede,1.0,10.5,suede,NOUN
tablespoonful,tablespoonful,1.0,7.58,tablespoonful,NOUN
throttle,throttle,1.0,10.61,throttle,NOUN
throttle,throttled,0.99,10.61,throttled,VERB
throttle,throttles,0.99,10.61,throttles,NOUN
townswoman,townswoman,1.0,9.79,townswoman,NOUN
uncle,uncle,1.0,4.47,uncle,PROPN
uncle,uncles,1.0,4.47,uncles,NOUN
vaccination,vaccination,1.0,9.17,vaccination,NOUN
vaccination,vaccinations,0.98,9.17,vaccinations,NOUN
villager,villager,1.0,8.26,villager,PROPN
villager,villagers,1.0,8.26,villagers,NOUN
wound,wound,1.0,7.52,wound,NOUN
wound,wounding,1.0,7.52,wounding,VERB
wound,wounds,1.0,7.52,wounds,NOUN
aerosol,aerosol,1.0,9.47,aerosol,NOUN
aerosol,aerosols,0.97,9.47,aerosols,NOUN
alchemist,alchemist,1.0,12.0,alchemist,NOUN
alchemist,alchemists,0.81,12.0,alchemists,NOUN
analyst,analyst,1.0,11.75,analyst,NOUN
analyst,analysts,0.8,11.75,analysts,NOUN
autograph,autograph,1.0,6.89,autograph,PROPN
autograph,autographing,0.99,6.89,autographing,VERB
autograph,autographs,0.99,6.89,autographs,NOUN
battleaxe,battleaxe,0.84,10.69,battleaxe,ADJ
brim,brim,0.9,10.68,brim,PROPN
brim,brimming,0.99,10.68,brimming,VERB
brim,brims,0.99,10.68,brims,NOUN
brothel,brothel,0.9,14.94,brothel,NOUN
brothel,brothels,0.9,14.94,brothels,NOUN
choreographer,choreographer,1.0,12.25,choreographer,NOUN
choreographer,choreographers,0.8,12.25,choreographers,NOUN
cuttlefish,cuttlefish,0.8,12.88,cuttlefish,NOUN
cyst,cyst,0.89,11.81,cyst,NOUN
cyst,cysts,0.88,11.81,cysts,NOUN
defroster,defroster,1.0,10.57,defroster,NOUN
deliveryman,deliveryman,0.94,7.76,deliveryman,NOUN
deliveryman,deliverymen,0.93,7.76,deliverymen,NOUN
ducktail,ducktail,0.89,10.71,ducktail,PROPN
ducktail,ducktails,0.87,10.71,ducktails,NOUN
eczema,eczema,0.95,13.05,eczema,NOUN
eczemas,eczemas,0.99,13.05,eczemas,PROPN
entrance,entrance,1.0,6.84,entrance,NOUN
entrance,entranced,1.0,6.84,entranced,VERB
entrance,entrances,1.0,6.84,entrances,NOUN
entrancing,entrancing,1.0,6.84,entrancing,ADJ
family,families,1.0,3.38,families,NOUN
family,family,1.0,3.38,family,NOUN
fructose,fructose,1.0,14.5,fructose,NOUN
generator,generator,1.0,11.11,generator,NOUN
generator,generators,0.97,11.11,generators,NOUN
glaucoma,glaucoma,1.0,14.1,glaucoma,NOUN
grail,grail,0.94,12.06,grail,PROPN
grails,grails,0.94,12.06,grails,PROPN
lyre,lyre,0.81,13.47,lyre,PROPN
mausoleum,mausoleum,0.78,12.93,mausoleum,NOUN
mausoleum,mausoleums,0.77,12.93,mausoleums,NOUN
midriff,midriff,0.94,11.53,midriff,NOUN
midriff,midriffs,0.95,11.53,midriffs,NOUN
notch,notch,1.0,8.47,notch,X
notch,notches,0.97,8.47,notches,NOUN
nub,nub,1.0,10.0,nub,NOUN
nub,nubs,0.93,10.0,nubs,NOUN
pecker,pecker,1.0,9.0,pecker,PROPN
pecker,peckers,0.96,9.0,peckers,NOUN
plaid,plaid,0.95,8.56,plaid,NOUN
plaid,plaids,0.98,8.56,plaids,NOUN
polish,polish,1.0,8.06,polish,PROPN
polished,polished,0.97,8.06,polished,ADJ
polish,polishes,0.97,8.06,polishes,NOUN
polish,polishing,0.97,8.06,polishing,VERB
potassium,potassium,0.95,11.89,potassium,NOUN
rotisserie,rotisserie,1.0,11.26,rotisserie,PROPN
scraper,scraper,0.89,8.18,scraper,NOUN
scraper,scrapers,0.93,8.18,scrapers,NOUN
scuba,scuba,0.95,7.6,scuba,PROPN
sculptress,sculptress,0.95,12.79,sculptress,NOUN
shortstop,shortstop,1.0,8.24,shortstop,NOUN
skeet,skeet,0.89,12.53,skeet,PROPN
sludge,sludge,1.0,8.8,sludge,NOUN
snorer,snorer,1.0,7.79,snorer,NOUN
snorer,snorers,0.99,7.79,snorers,NOUN
stepmother,stepmother,1.0,6.33,stepmother,NOUN
stepmother,stepmothers,1.0,6.33,stepmothers,NOUN
sunray,sunray,1.0,7.61,sunray,PROPN
textile,textile,1.0,9.75,textile,NOUN
textile,textiles,0.93,9.75,textiles,NOUN
wink,wink,1.0,7.65,wink,VERB
wink,winked,0.98,7.65,winked,VERB
wink,winking,0.98,7.65,winking,VERB
wink,winks,0.98,7.65,winks,NOUN
workhouse,workhouse,0.83,11.73,workhouse,PROPN
workhouse,workhouses,0.78,11.73,workhouses,NOUN
zinfandel,zinfandel,0.9,17.17,zinfandel,PROPN
android,android,0.95,13.89,android,PROPN
android,androids,0.87,13.89,androids,NOUN
antique,antiques,1.0,11.05,antiques,NOUN
breastfeed,breastfeeding,1.0,10.28,breastfeeding,VERB
bundle,bundle,1.0,7.06,bundle,NOUN
bundle,bundled,0.98,7.06,bundled,VERB
bundle,bundles,0.98,7.06,bundles,NOUN
carbon,carbon,1.0,10.55,carbon,NOUN
carbon,carbons,0.97,10.55,carbons,NOUN
cayenne,cayenne,0.84,12.81,cayenne,NOUN
codpiece,codpiece,0.5,13.22,codpiece,X
cooker,cooker,1.0,6.95,cooker,PROPN
cooker,cookers,1.0,6.95,cookers,NOUN
cosmetologist,cosmetologist,1.0,11.11,cosmetologist,NOUN
drainer,drainer,0.84,7.0,drainer,NOUN
electromagnet,electromagnet,1.0,12.94,electromagnet,NOUN
electromagnet,electromagnets,0.93,12.94,electromagnets,NOUN
erection,erection,1.0,13.11,erection,NOUN
erection,erections,0.93,13.11,erections,NOUN
handclasp,handclasp,0.95,10.78,handclasp,PROPN
hatchery,hatcheries,0.81,12.0,hatcheries,NOUN
